facility,nodePAL,quantity
1684147982,1154061036,616.0
1684147982,9860455154,3959.0
1684147982,6208897824,1681.0
1684147982,3066723141,500.0
1684147982,3066723143,3330.0
1684147982,3066723148,93.0
1684147982,3066723151,7314.0
1684147982,6208897970,420.0
1684147982,6208897979,569.0
1684147982,6208897980,1535.0
1684147982,9861008354,2211.0
1684147982,9861008363,3815.0
1684147982,6202237973,4747.0
1684147982,6208898091,625.0
1684147982,6208898096,6937.0
1684147982,6208898097,3733.0
1684147982,6208898099,789.0
1684147982,6202174566,2302.0
1684147982,6202174568,157.0
1684147982,9861063866,3449.0
1684147982,9861063868,1417.0
1684147982,9861063895,165.0
1684147982,9861063912,65.0
1684147982,9861063921,8020.0
1684147982,9860463882,468.0
1684147982,9860463890,742.0
1684147982,9860744470,6366.0
1684147982,9860744475,2946.0
1684147982,1472617819,121.0
1684147982,1189635429,3675.0
1684147982,1472617838,172.0
1684147982,1472617848,251.0
1684147982,1472617874,6042.0
1684147982,1472617876,749.0
1684147982,1472617878,344.0
1684147982,1472617893,54.0
1684147982,1472617900,1870.0
1684147982,9860713940,2109.0
1684147982,6318917183,812.0
1684147982,9858657968,2251.0
1684147982,9858657977,607.0
1684147982,6238330596,517.0
1684147982,1684147952,297.0
1684147982,1684147954,3232.0
1684147982,1684147962,423.0
1684147982,1684147965,860.0
1684147982,1684147968,324.0
1684147982,1684147982,1292.0
1684147982,1684147993,938.0
1684147982,1684147994,3252.0
1684147982,1684147997,1900.0
1684147982,1684148001,1883.0
1684147982,1684148002,1959.0
1684147982,9860689714,7792.0
1684147982,6208896879,1094.0
1684147982,9858660252,334.0
1684147982,1915731953,7637.0
312770430,8530399310,3023.0
312770430,10283122860,212.0
312770430,8525111469,2801.0
312770430,8525111473,4431.0
312770430,8525111490,4196.0
312770430,5199096016,704.0
312770430,5199417706,2562.0
312770430,312770962,4748.0
312770430,391436996,3233.0
312770430,391437012,20659.0
312770430,3275416292,11873.0
312770430,5199365019,4476.0
312770430,5199272946,3048.0
312770430,5199272947,6020.0
312770430,5199365140,1895.0
312770430,3273849964,4056.0
312770430,8532685989,8503.0
312770430,4987450552,1582.0
312770430,8532686016,4231.0
312770430,4987450575,1447.0
312770430,5199424781,4694.0
312770430,3275453727,13860.0
312770430,3275408763,2407.0
312770430,3275412873,13124.0
312770430,3275435482,861.0
312770430,3275406922,3113.0
312770430,8532291217,1646.0
312770430,5199464170,1660.0
312770430,312770430,5188.0
312770430,10616668085,3656.0
312770430,5199419322,2888.0
312770430,5199419334,1622.0
312770430,5199419339,1043.0
312770430,5199419345,14983.0
312770430,5199419346,5983.0
5605101439,4018454529,11358.0
5605101439,4018454549,2261.0
5605101439,9856651290,347.0
5605101439,10632656928,556.0
5605101439,9114910758,203.0
5605101439,4018454582,1597.0
5605101439,3275479135,5116.0
5605101439,9248573550,938.0
5605101439,10632689794,389.0
5605101439,3864240273,342.0
5605101439,10615707798,2287.0
5605101439,3864240307,472.0
5605101439,10632659135,1396.0
5605101439,10632659136,334.0
5605101439,10632659147,227.0
5605101439,3977600101,484.0
5605101439,2609938679,409.0
5605101439,9247090943,70.0
5605101439,9114849552,1849.0
5605101439,4477978923,839.0
5605101439,4477978932,3251.0
5605101439,2609938754,213.0
5605101439,1189872006,607.0
5605101439,2934667727,3042.0
5605101439,5605116396,4806.0
5605101439,4476221947,639.0
5605101439,2656371205,198.0
5605101439,5605116433,470.0
5605101439,1959850597,2794.0
5605101439,9114960499,397.0
5605101439,9114960500,79.0
5605101439,1959850647,249.0
5605101439,1959850660,598.0
5605101439,4941255350,518.0
5605101439,4941255363,133.0
5605101439,391436997,3383.0
5605101439,1959850702,410.0
5605101439,4941255383,4550.0
5605101439,4941255384,1916.0
5605101439,4941255385,1000.0
5605101439,4941255386,2431.0
5605101439,4941255388,228.0
5605101439,5605450465,190.0
5605101439,5605450468,193.0
5605101439,5605094129,405.0
5605101439,5605116658,384.0
5605101439,3275232045,230.0
5605101439,9247105854,2486.0
5605101439,3275199309,6104.0
5605101439,3275199324,2358.0
5605101439,4941061049,96.0
5605101439,3977600035,239.0
5605101439,3977600080,1472.0
5605101439,3275252829,3268.0
5605101439,5602899088,609.0
5605101439,4477992101,814.0
5605101439,2656380182,1913.0
5605101439,9114922264,719.0
5605101439,9114965284,1269.0
5605101439,3862326701,2610.0
5605101439,4477355455,280.0
5605101439,8321906110,336.0
5605101439,3273919956,13786.0
5605101439,3273919958,1797.0
5605101439,7111067126,596.0
5605101439,3868397086,83.0
5605101439,8529159748,1298.0
5605101439,8529159758,3662.0
5605101439,9114973802,168.0
5605101439,4477963921,41.0
5605101439,4477963991,224.0
5605101439,10632728311,913.0
5605101439,10616065883,315.0
5605101439,3864237918,1699.0
5605101439,10616065896,1808.0
5605101439,3864237936,659.0
5605101439,5605101439,282.0
5605101439,792254344,653.0
5605101439,5605488547,181.0
5605101439,8818700204,1412.0
5605101439,10616668085,938.0
5605101439,5605101506,83.0
4131895232,9872664599,1335.0
4131895232,6224038023,1414.0
4131895232,6224013611,1896.0
4131895232,6224013618,148.0
4131895232,313680252,471.0
4131895232,6223964661,489.0
4131895232,6223964662,97.0
4131895232,6223872585,9542.0
4131895232,6223872611,65.0
4131895232,6223964826,4975.0
4131895232,6223958726,1382.0
4131895232,6223958755,6352.0
4131895232,6223958789,2282.0
4131895232,4942885720,8752.0
4131895232,6135948159,1537.0
4131895232,6135948160,160.0
4131895232,9872494261,17567.0
4131895232,4942867456,160.0
4131895232,4942867472,2968.0
4131895232,9872813200,302.0
4131895232,9872786609,2350.0
4131895232,9872786614,47.0
4131895232,9872786615,8101.0
4131895232,6320956701,3960.0
4131895232,6223961424,6519.0
4131895232,6223951219,18003.0
4131895232,6223961470,4884.0
4131895232,6223875587,288.0
4131895232,391024295,6769.0
4131895232,9872692917,5206.0
4131895232,9872692918,12646.0
4131895232,391024328,1067.0
4131895232,391024336,2290.0
4131895232,391024338,41.0
4131895232,9872494303,3361.0
4131895232,9872494304,4439.0
4131895232,6223986406,2712.0
4131895232,9872692972,5304.0
4131895232,4131895232,13954.0
4131895232,4942868437,5286.0
4131895232,4942868456,1307.0
